Company_Name,Category,M_Name,URL 
indokoreaexports,leatherproducts,Indo Korea Expo,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/indokoreaexports/IKE
indopacificprojects,computerssoftwaremediumsmall,Indo Pacific,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/indopacificprojects/IPS
indopowercables,cablespowerothers,Indo Power Cab,http://www.moneycontrol.com/india/stockpricequote/cablespowerothers/indopowercables/IPC02
indoramasyntheticsindia,textilesspinningsyntheticblended,Indo Rama Synth,http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/indoramasyntheticsindia/IRS
indoramatextiles,textilesspinningsyntheticblended,Indo Rama Text,http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/indoramatextiles/IRT
indoswissexports,leatherproducts,Indo Swiss Expo,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/indoswissexports/ISE
indotechtransformers,powertransmissionequipment,Indo Tech Trans,http://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/indotechtransformers/ITT02
indothaisecurities,financegeneral,Indo Thai Secu,http://www.moneycontrol.com/india/stockpricequote/financegeneral/indothaisecurities/ITS
indousbiotech,miscellaneous,Indo US Bio-Tec,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/indousbiotech/IUB
indovanillonchemicals,chemicals,Indo Vanillon,http://www.moneycontrol.com/india/stockpricequote/chemicals/indovanillonchemicals/IVC
indoasianprojects,constructioncontractinghousing,Indo-Asian Proj,http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/indoasianprojects/IAP01
indocitytradesfinance,computerssoftwaremediumsmall,Indo-City,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/indocitytradesfinance/ICT
indoglobalenterprises,miscellaneous,Indo-Global Ent,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/indoglobalenterprises/IGE
indomaxwell,electricals,Indo-Maxwell,http://www.moneycontrol.com/india/stockpricequote/electricals/indomaxwell/IML01
indonational,drycells,Indo-National,http://www.moneycontrol.com/india/stockpricequote/drycells/indonational/NBC
indocoremedies,pharmaceuticals,Indoco Remedies,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/indocoremedies/IR05
indokem,dyespigments,Indokem,http://www.moneycontrol.com/india/stockpricequote/dyespigments/indokem/I08
indorewirecompany,steelmediumsmall,Indore Wire,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/indorewirecompany/IWC
indosolar,miscellaneous,Indosolar,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/indosolar/I03
indostarcapitalfinance,financegeneral,Indostar Capita,http://www.moneycontrol.com/india/stockpricequote/financegeneral/indostarcapitalfinance/ICF
indovationtechnologies,textilesspinningcottonblended,Indovation Tech,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/indovationtechnologies/PTL
indowindenergy,powergenerationdistribution,Indowind Energy,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/indowindenergy/IE08
indraindustries,miscellaneous,Indra Ind,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/indraindustries/II18
indraprasthamedicalcorporation,hospitalsmedicalservices,Indraprastha,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/indraprasthamedicalcorporation/IMC03
indrayanibiotech,miscellaneous,Indrayani Biot,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/indrayanibiotech/IB01
indsilhydropowermanganese,miningminerals,Indsil Hydro,http://www.moneycontrol.com/india/stockpricequote/miningminerals/indsilhydropowermanganese/IHP02
indsoya,financeinvestments,Indsoya,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/indsoya/I14
indunissanoxochemicalindustries,chemicals,Indu Nissan,http://www.moneycontrol.com/india/stockpricequote/chemicals/indunissanoxochemicalindustries/INO
induconindia,miscellaneous,Inducon India,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/induconindia/II11
inductosteel,steelmediumsmall,Inducto Stl,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/inductosteel/IS07
indusfila,textilesprocessing,Indus Fila,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/indusfila/IF08
indusfinance,financeleasinghirepurchase,Indus Finance,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/indusfinance/SF21
indusfoods,aquaculture,Indus Foods,http://www.moneycontrol.com/india/stockpricequote/aquaculture/indusfoods/IF04
indusnetworks,computerssoftwaremediumsmall,Indus Networks,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/indusnetworks/IN02
indusindbank,banksprivatesector,IndusInd Bank,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/indusindbank/IIB
indusminfoods,foodprocessing,Indusmin Foods,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/indusminfoods/IF05
industrialcablesindia,cablespowerothers,Industrial Cabl,http://www.moneycontrol.com/india/stockpricequote/cablespowerothers/industrialcablesindia/ICI05
industrialinvestmenttrust,financeinvestments,Industrial Inv,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/industrialinvestmenttrust/IIT01
industrialoxygencompany,chemicals,Industrial Oxy,http://www.moneycontrol.com/india/stockpricequote/chemicals/industrialoxygencompany/IOC01
industrialprogressiveindia,foodprocessing,Industrial Prog,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/industrialprogressiveindia/IPI01
ineosstyrolutionindia,petrochemicals,INEOS Styro,http://www.moneycontrol.com/india/stockpricequote/petrochemicals/ineosstyrolutionindia/INE01
inertiasteel,miscellaneous,Inertia Steel,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/inertiasteel/IS12
infarindia,miscellaneous,Infar (India),http://www.moneycontrol.com/india/stockpricequote/miscellaneous/infarindia/II10
infibeamavenues,miscellaneous,Infibeam Avenue,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/infibeamavenues/IIL03
infinitecomputersolutionsindia,computerssoftware,Infinite Comp,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/infinitecomputersolutionsindia/ICS01
inflameappliancesltd,diversified,Inflame Applian,http://www.moneycontrol.com/india/stockpricequote/diversified/inflameappliancesltd/IAL01
inflameapplianceslimited,consumergoodselectronic,Inflame Applian,http://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/inflameapplianceslimited/INFLA54108
infodrivesoftware,computerssoftwaremediumsmall,Info Drive Soft,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/infodrivesoftware/IDS01
infoedgeindia,miscellaneous,Info Edge,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/infoedgeindia/IEI01
infobeanstechnologies,computerssoftwaremediumsmall,InfoBeans Tech,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/infobeanstechnologies/IT05
infomediapress,printingstationery,Infomedia Press,http://www.moneycontrol.com/india/stockpricequote/printingstationery/infomediapress/I13
informationtechnology,computerssoftwaremediumsmall,Information Tec,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/informationtechnology/IT01
infosys,computerssoftware,Infosys,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/infosys/IT
infraindustries,plastics,Infra Industrie,http://www.moneycontrol.com/india/stockpricequote/plastics/infraindustries/II03
infraquestinternational,computerssoftwaremediumsmall,Infraquest Intl,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/infraquestinternational/CHI01
infronicssystems,computerssoftware,Infronics Syst,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/infronicssystems/IS14
ingvysyabank,banksprivatesector,ING Vysya Bank,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/ingvysyabank/ING
ingersollrandindia,compressors,Ingersoll Rand,http://www.moneycontrol.com/india/stockpricequote/compressors/ingersollrandindia/IRI01
inlacgranston,ceramicsgranite,Inlac Granston,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/inlacgranston/IG02
inlandprinters,printingstationery,Inland Printers,http://www.moneycontrol.com/india/stockpricequote/printingstationery/inlandprinters/IP03
innocorp,plastics,Innocorp,http://www.moneycontrol.com/india/stockpricequote/plastics/innocorp/I12
innovanathinklabs,computerssoftware,Innovana,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/innovanathinklabs/IT06
innovassynthinvestments,financeinvestments,Innovassynth,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/innovassynthinvestments/II17
innovationsoftwareexports,computerssoftwaremediumsmall,Innovation Soft,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/innovationsoftwareexports/ISE01
innovativefoods,aquaculture,Innovative Food,http://www.moneycontrol.com/india/stockpricequote/aquaculture/innovativefoods/IM02
innovativeidealsservicesindia,consumergoodselectronic,Innovative Idea,http://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/innovativeidealsservicesindia/IIS
innovativeprintforms,printingstationery,Innovative Prin,http://www.moneycontrol.com/india/stockpricequote/printingstationery/innovativeprintforms/IPF
innovativetechpack,plastics,Innovative Tech,http://www.moneycontrol.com/india/stockpricequote/plastics/innovativetechpack/ITP
innovativetyrestubes,miscellaneous,Innovative Tyre,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/innovativetyrestubes/ITT01
innovatorsfacadesystems,constructioncontractingcivil,Innovators Faca,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/innovatorsfacadesystems/IFS02
innoventiveindustries,steeltubespipes,Innoventive Ind,http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/innoventiveindustries/II02
kaytontradefinance,financeinvestments,Innoventive Ven,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/kaytontradefinance/KTF
innovisionecommerce,financeinvestments,Innovision eCom,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/innovisionecommerce/IC07
inoxleasingfinance,financeleasinghirepurchase,Inox Leasing,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/inoxleasingfinance/ILF01
inoxleisure,mediaentertainment,INOX Leisure,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/inoxleisure/INO01
inoxwind,powergenerationdistribution,Inox Wind,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/inoxwind/IW
insecticidesindia,pesticidesagrochemicals,Insecticides,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/insecticidesindia/II16
insilco,chemicals,Insilco,http://www.moneycontrol.com/india/stockpricequote/chemicals/insilco/I04
inspirisyssolutions,computerssoftwaremediumsmall,Inspirisys Solu,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/inspirisyssolutions/AF29
instafinance,financeinvestments,Insta Finance,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/instafinance/SDF
inteccapital,financeleasinghirepurchase,Intec Capital,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/inteccapital/IS05
intechinternational,electricals,Intech Intl,http://www.moneycontrol.com/india/stockpricequote/electricals/intechinternational/II05
inteconindia,computershardware,Intecon (India),http://www.moneycontrol.com/india/stockpricequote/computershardware/inteconindia/IIL01
integratedfinancecompany,financeleasinghirepurchase,Integ Fin Co,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/integratedfinancecompany/IFC01
integratedfinancialservices,financegeneral,Integ Fin Serv,http://www.moneycontrol.com/india/stockpricequote/financegeneral/integratedfinancialservices/IFS
integratedproteins,edibleoilssolventextraction,Integ Proteins,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/integratedproteins/IP04
integratedrubianexports,aquaculture,Integ Rubian,http://www.moneycontrol.com/india/stockpricequote/aquaculture/integratedrubianexports/IRE
integratedhitech,computerssoftwaremediumsmall,Integr Hitech,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/integratedhitech/IH01
integracapitalmanagement,financeleasinghirepurchase,Integra Capital,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/integracapitalmanagement/ICM
integraengineeringindia,textilesmachinery,Integra Engg,http://www.moneycontrol.com/india/stockpricequote/textilesmachinery/integraengineeringindia/SE06
integragarmentstextiles,textilesreadymadeapparels,Integra Garment,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/integragarmentstextiles/IGT
integraindiagroupcompany,electricequipment,Integra India,http://www.moneycontrol.com/india/stockpricequote/electricequipment/integraindiagroupcompany/IHC01
integraswitchgear,electricequipment,Integra Switchg,http://www.moneycontrol.com/india/stockpricequote/electricequipment/integraswitchgear/ISL01
integratelecommunicationsoftware,computerssoftwaremediumsmall,Integra Telecom,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/integratelecommunicationsoftware/ITS01
integralknitco,textilesprocessing,Integral Knit,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/integralknitco/IKC
integratedcapitalservices,financeinvestments,Integrated Cap,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/integratedcapitalservices/ICS02
integrateddigitalinfoservices,computerssoftwaremediumsmall,Integrated Dig,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/integrateddigitalinfoservices/IDI03
integratedenterprises,financeinvestments,Integrated Ent,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/integratedenterprises/IE04
integratedtechnologies,electricals,Integrated Tech,http://www.moneycontrol.com/india/stockpricequote/electricals/integratedtechnologies/IT02
integratedthermoplastics,plastics,Integrated Ther,http://www.moneycontrol.com/india/stockpricequote/plastics/integratedthermoplastics/IT03
intellivatecapitaladvisors,financegeneral,Intel Cap Adv,http://www.moneycontrol.com/india/stockpricequote/financegeneral/intellivatecapitaladvisors/ICA
intellectdesignarena,computerssoftware,Intellect Desig,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/intellectdesignarena/IDA
intellivatecapitalventures,plastics,Intellivate Cap,http://www.moneycontrol.com/india/stockpricequote/plastics/intellivatecapitalventures/ICV
intellvisionssoftware,computerssoftwaremediumsmall,Intellvisions,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/intellvisionssoftware/IS11
intensetechnologies,computerssoftwaremediumsmall,Intense Tech,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/intensetechnologies/FI17
interglobefinance,financeinvestments,Inter Globe Fin,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/interglobefinance/IGF01
interstateoilcarrier,transportlogistics,Inter State Oil,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/interstateoilcarrier/ISO
interactivefinancialserviceslimited,financeinvestments,Interactive Fin,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/interactivefinancialserviceslimited/IFS06
interadsexport,trading,Interads Export,http://www.moneycontrol.com/india/stockpricequote/trading/interadsexport/IEL01
intercorpindustries,trading,Intercorp Ind,http://www.moneycontrol.com/india/stockpricequote/trading/intercorpindustries/II09
intercraft,textilesreadymadeapparels,Intercraft,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/intercraft/I05
interfacefinancialservices,financegeneral,Interface Fin,http://www.moneycontrol.com/india/stockpricequote/financegeneral/interfacefinancialservices/IFS01
interglobeaviation,transportlogistics,Interglobe Avi,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/interglobeaviation/IA04
interlinkexports,breweriesdistilleries,Interlink Expor,http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/interlinkexports/IEL
interlinkpetroleum,oildrillingandexploration,Interlink Petro,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/interlinkpetroleum/IP05
interworlddigital,computerssoftwaremediumsmall,Interworld,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/interworlddigital/ID
internationalbestfoods,edibleoilssolventextraction,Intl Bestfoods,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/internationalbestfoods/IB02
internationalcatalysts,miningminerals,Intl Catalysts,http://www.moneycontrol.com/india/stockpricequote/miningminerals/internationalcatalysts/IC04
internationalceramics,ceramicsgranite,Intl Ceramics,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/internationalceramics/ICL
internationalcombustionindia,engineeringheavy,Intl Combustion,http://www.moneycontrol.com/india/stockpricequote/engineeringheavy/internationalcombustionindia/ICI06
internationalconveyors,miscellaneous,Intl Conveyor,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/internationalconveyors/IC05
internationaldatamanagement,computershardware,Intl Data Mgmt,http://www.moneycontrol.com/india/stockpricequote/computershardware/internationaldatamanagement/IDM
internationaldiamondservices,diamondcuttingjewellerypreciousmetals,Intl Diamond,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/internationaldiamondservices/IDS02
internationalhometex,textilesgeneral,Intl Hometex,http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/internationalhometex/IH02
internationalhousingfinance,financehousing,Intl Hsg Fin,http://www.moneycontrol.com/india/stockpricequote/financehousing/internationalhousingfinance/IHF
internationalsecurities,financeinvestments,Intl Sec,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/internationalsecurities/ISL02
internationaltravelhouse,miscellaneous,Intl Travel,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/internationaltravelhouse/ITH
intrasofttechnologies,retail,Intrasoft Tech,http://www.moneycontrol.com/india/stockpricequote/retail/intrasofttechnologies/IT04
intron,consumergoodswhitegoods,Intron,http://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/intron/I06
inventuregrowthsecurities,financeinvestments,Inventure Grow,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/inventuregrowthsecurities/IGS
invescoindiagoldexchangetradedfund,financeinvestments,Invesco India,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/invescoindiagoldexchangetradedfund/RGE
invescoindianiftyexchangetradedfund,financeinvestments,Invesco India N,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/invescoindianiftyexchangetradedfund/IIN
investmentprecisioncastings,castingsforgings,Invest and Prec,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/investmentprecisioncastings/IPC01
invictameditek,hospitalsmedicalservices,Invicta Meditek,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/invictameditek/IM03
iosystem,computershardware,IO System,http://www.moneycontrol.com/india/stockpricequote/computershardware/iosystem/IOS01
indianoverseasbank,bankspublicsector,IOB,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/indianoverseasbank/IOB
indianoilcorporation,refineries,IOC,http://www.moneycontrol.com/india/stockpricequote/refineries/indianoilcorporation/IOC
iclorganicdairyproductslim,miscellaneous,IODPL,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/iclorganicdairyproductslim/ICLOR54293
iolchemicalspharmaceuticals,pharmaceuticals,IOL Chemicals,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/iolchemicalspharmaceuticals/IOL01
iolnetcom,computerssoftwaremediumsmall,IOL Netcom,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/iolnetcom/IOL02
ionexchangeindia,engineering,Ion Exchange,http://www.moneycontrol.com/india/stockpricequote/engineering/ionexchangeindia/IEI
iotachemiculture,chemicals,Iota Chem,http://www.moneycontrol.com/india/stockpricequote/chemicals/iotachemiculture/IC06
iprings,autoancillaries,IP Rings,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/iprings/IPR
ipcalaboratories,pharmaceuticals,Ipca Labs,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ipcalaboratories/IL
indianpetrochemicalscorporation,petrochemicals,IPCL,http://www.moneycontrol.com/india/stockpricequote/petrochemicals/indianpetrochemicalscorporation/IPC
iciciprudentialspbse500etf,miscellaneous,IPRU BSE500 ETF,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/iciciprudentialspbse500etf/ICICI3001
iciciprudentialgoldetf,financeinvestments,IPRU Gold ETF,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/iciciprudentialgoldetf/ICI10
iciciprudentialliquidetf,miscellaneous,IPRU Liquid ETF,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/iciciprudentialliquidetf/ICICI4838
iciciprudentialniftylowvol30etf,miscellaneous,IPRU LowVol ETF,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/iciciprudentialniftylowvol30etf/ICICI21254
iciciprudentialmidcapselectetf,financeinvestments,IPRU Midcap ETF,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/iciciprudentialmidcapselectetf/ICI14
iciciprudentialnifty100etf,financeinvestments,IPRU NF100 ETF,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/iciciprudentialnifty100etf/ICI12
iciciprudentialniftyetf,miscellaneous,IPRU Nifty ETF,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/iciciprudentialniftyetf/ICI11
iciciprudentialnv20etf,financeinvestments,IPRU NV20 ETF,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/iciciprudentialnv20etf/ICI13
iciciprudentialniftynext50etf,miscellaneous,IPRU NXT50 ETF,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/iciciprudentialniftynext50etf/ICICI4529
iciciprudentialsensexetf,financeinvestments,IPRU Sensex ETF,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/iciciprudentialsensexetf/ICI09
iqinfotech,computerssoftwaremediumsmall,IQ Infotech,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/iqinfotech/IQI
irbinfrastructuredevelopers,infrastructuregeneral,IRB Infra,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/irbinfrastructuredevelopers/IID01
irbinvit,constructioncontractingcivil,IRB InvIT,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/irbinvit/II04
irconinternational,engineeringheavy,Ircon Internati,http://www.moneycontrol.com/india/stockpricequote/engineeringheavy/irconinternational/II07
irctcindianrailwaycateringtourismcorp,misccommercialservices,IRCTC,http://www.moneycontrol.com/india/stockpricequote/misccommercialservices/irctcindianrailwaycateringtourismcorp/IRC
irisbusinessservices,diversified,IRIS Business S,http://www.moneycontrol.com/india/stockpricequote/diversified/irisbusinessservices/IBS01
irisclothings,miscellaneous,Iris Clothings ,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/irisclothings/IC01
irmacservicesindia,computerssoftwaremediumsmall,Irmac Services,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/irmacservicesindia/ISI
isf,financeleasinghirepurchase,ISF,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/isf/ISF01
isgecheavyengineering,engineeringheavy,ISGEC Heavy Eng,http://www.moneycontrol.com/india/stockpricequote/engineeringheavy/isgecheavyengineering/SIS06
ishaaninfrastructuresandshelters,infrastructuregeneral,Ishaan Infrastr,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/ishaaninfrastructuresandshelters/IIA
ishandyeschemicals,chemicals,Ishan Dyes,http://www.moneycontrol.com/india/stockpricequote/chemicals/ishandyeschemicals/IDC
ishitadrugsindustries,pharmaceuticals,Ishita Drugs,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ishitadrugsindustries/IDI02
ishwarmedicalservices,hospitalsmedicalservices,Ishwar Medical,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/ishwarmedicalservices/IMS
iiflsecuritieslimited,miscellaneous,ISL,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/iiflsecuritieslimited/IIFLS54277
islconsulting,financeinvestments,ISL Consulting,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/islconsulting/ISL03
ismt,steelrolling,ISMT,http://www.moneycontrol.com/india/stockpricequote/steelrolling/ismt/ISM01
ispatprofilesindia,steelrolling,Ispat Profil,http://www.moneycontrol.com/india/stockpricequote/steelrolling/ispatprofilesindia/IPI02
isplindustries,fasteners,ISPL Industries,http://www.moneycontrol.com/india/stockpricequote/fasteners/isplindustries/ISP01
ist,autoancillaries,IST Ltd,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/ist/IST
istreetnetwork,miscellaneous,iStreet Network,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/istreetnetwork/PP22
iswarshaktiholdingstraders,financeinvestments,Iswarshakti,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/iswarshaktiholdingstraders/IHT
italianjewellerymanufacturingcompany,diamondcuttingjewellerypreciousmetals,Italian Jewel,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/italianjewellerymanufacturingcompany/IJM
itc,cigarettes,ITC,http://www.moneycontrol.com/india/stockpricequote/cigarettes/itc/ITC
itcbhadrachalam,paper,ITC Bhadrachala,http://www.moneycontrol.com/india/stockpricequote/paper/itcbhadrachalam/ITC04
itcclassicfinance,financeinvestments,ITC Classic,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/itcclassicfinance/ITC03
itchotels,hotels,ITC Hotels,http://www.moneycontrol.com/india/stockpricequote/hotels/itchotels/ITC01
itdcementationindia,constructioncontractingcivil,ITD Cementation,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/itdcementationindia/ITD03
iti,telecommunicationsequipment,ITI,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/iti/ITI
itlfinleaseandsecurities,financeleasinghirepurchase,ITL Finlease,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/itlfinleaseandsecurities/ITL01
itlindustries,machinetools,ITL Industries,http://www.moneycontrol.com/india/stockpricequote/machinetools/itlindustries/ITL
itt,computerssoftwaremediumsmall,ITT,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/itt/ITT
itwsignode,packaging,ITW Signode,http://www.moneycontrol.com/india/stockpricequote/packaging/itwsignode/ITW
ivp,vanaspatioils,IVP,http://www.moneycontrol.com/india/stockpricequote/vanaspatioils/ivp/IVP
ivrcl,constructioncontractingcivil,IVRCL,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/ivrcl/IVR
ivrclassetsholdings,constructioncontractingcivil,IVRCL Assets,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/ivrclassetsholdings/IP07
iiflwealthmanagementlimited,miscellaneous,IWML,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/iiflwealthmanagementlimited/IIFLW54277
iykothitechtoolroom,engineering,Iykot Hitech,http://www.moneycontrol.com/india/stockpricequote/engineering/iykothitechtoolroom/IHT01
izmo,computerssoftwaremediumsmall,IZMO,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/izmo/LM02
jgfinance,financeinvestments,J G Finance Ltd,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/jgfinance/JGF01
jgfoundry,castingsforgings,J G Foundry Ltd,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/jgfoundry/JGF
jjfinancecorporation,financeleasinghirepurchase,J J Finance,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/jjfinancecorporation/JJF
jkleatherite,plastics,J K Leatherite ,http://www.moneycontrol.com/india/stockpricequote/plastics/jkleatherite/JKL
jkumarinfraprojects,constructioncontractingcivil,J Kumar Infra,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/jkumarinfraprojects/KI01
jmdalloys,steelmediumsmall,J M D Alloys,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/jmdalloys/JMD
jrfoods,edibleoilssolventextraction,J R Foods Ltd,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/jrfoods/JRF
jspoilsfats,edibleoilssolventextraction,J S P Oils,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/jspoilsfats/JSP01
jkcement,cementmajor,J. K. Cement,http://www.moneycontrol.com/india/stockpricequote/cementmajor/jkcement/JKC03
jtapariaprojects,financeinvestments,J.Taparia Proj,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/jtapariaprojects/JTP
