Company_Name,Category,M_Name,URL 
birlatyreslimited,miscellaneous,BTL,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/birlatyreslimited/BIRLA54293
btwindustries,ceramicsgranite,BTW Industries,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/btwindustries/BTW
bubnamajorbiotech,miscellaneous,Bubna Major Bio,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/bubnamajorbiotech/BMB
budgebudgecompany,miscellaneous,Budge Budge,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/budgebudgecompany/BBC
bullpowersystem,electricals,Bull Power Sys,http://www.moneycontrol.com/india/stockpricequote/electricals/bullpowersystem/BPS
burnpurcement,cementmajor,Burnpur Cement,http://www.moneycontrol.com/india/stockpricequote/cementmajor/burnpurcement/BC13
burrbrownindia,financeinvestments,Burr-Brown,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/burrbrownindia/BBI01
burroughswellcomeindia,pharmaceuticals,Burroughs Well,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/burroughswellcomeindia/BWI
businessforms,printingstationery,Business Forms ,http://www.moneycontrol.com/india/stockpricequote/printingstationery/businessforms/BFL01
butterflygandhimathiappliances,domesticappliances,Butterfly,http://www.moneycontrol.com/india/stockpricequote/domesticappliances/butterflygandhimathiappliances/GA
bwl,cablestelephone,BWL,http://www.moneycontrol.com/india/stockpricequote/cablestelephone/bwl/BWL
ccconstructions,constructioncontractingcivil,C & C Construct,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/ccconstructions/CCC01
cmahendraexports,diamondcuttingjewellerypreciousmetals,C Mahendra Expo,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/cmahendraexports/ME05
coxkingsfinancialservice,miscellaneous,C&KFS,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/coxkingsfinancialservice/CKFSL54264
cablecorporationindia,cablespowerothers,Cable Corp,http://www.moneycontrol.com/india/stockpricequote/cablespowerothers/cablecorporationindia/CCI04
cabotindia,chemicals,Cabot India,http://www.moneycontrol.com/india/stockpricequote/chemicals/cabotindia/CI21
cac40,miscellaneous,CAC ,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/cac40/CAC01
cadburyindia,foodprocessing,Cadbury,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/cadburyindia/CI
cadilahealthcare,pharmaceuticals,Cadila Health,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/cadilahealthcare/CHC
cadsysindia,computerssoftwaremediumsmall,Cadsys India,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/cadsysindia/CI51
cairnindia,oildrillingandexploration,Cairn India,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/cairnindia/CI37
calcomvision,consumergoodselectronic,Calcom Vision,http://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/calcomvision/CV
caldynaircon,consumergoodswhitegoods,Caldyn Aircon,http://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/caldynaircon/CAL01
californiasoftware,computerssoftwaremediumsmall,California Soft,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/californiasoftware/CS15
calsrefineries,refineries,Cals Refineries,http://www.moneycontrol.com/india/stockpricequote/refineries/calsrefineries/CR03
cambridgetechnologyenterprises,computerssoftwaremediumsmall,Cambridge Tech,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/cambridgetechnologyenterprises/CTE
camex,dyespigments,Camex,http://www.moneycontrol.com/india/stockpricequote/dyespigments/camex/C96
camlinfinesciences,chemicals,Camlin Fine,http://www.moneycontrol.com/india/stockpricequote/chemicals/camlinfinesciences/CFC03
camsonbiotechnologies,pesticidesagrochemicals,Camson Bio Tech,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/camsonbiotechnologies/CBT
camsonseeds,miscellaneous,Camson Seeds,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/camsonseeds/CS22
canfinhomes,financehousing,Can Fin Homes,http://www.moneycontrol.com/india/stockpricequote/financehousing/canfinhomes/CFH
canaglass,glassglassproducts,Cana Glass,http://www.moneycontrol.com/india/stockpricequote/glassglassproducts/canaglass/CG01
canarabank,bankspublicsector,Canara Bank,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/canarabank/CB06
canararobecogoldexchangetradedfund,financeinvestments,Canara Robeco,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/canararobecogoldexchangetradedfund/CRG
canarasteel,steelmediumsmall,Canara Steel,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/canarasteel/CS10
canbaypolyfilms,textilesmanmade,Canbay Polyfilm,http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/canbaypolyfilms/CP
canbonus,financeinvestments,Canbonus,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/canbonus/C03
canexpo,financeinvestments,Canexpo,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/canexpo/C04
canopyfinance,financeinvestments,Canopy,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/canopyfinance/KUV
canopysecuritiesfinance,financeinvestments,Canopy Sec,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/canopysecuritiesfinance/CSF
canpep93units,financeinvestments,Canpep 93un,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/canpep93units/C93
canpep94,financeinvestments,Canpep 94,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/canpep94/C94
canpep95,financeinvestments,Canpep 95,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/canpep95/C95
canstar80l,financeinvestments,Canstar (80L),http://www.moneycontrol.com/india/stockpricequote/financeinvestments/canstar80l/C80
canstarcap,financeinvestments,Canstar Cap,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/canstarcap/CC06
cantabilretailindia,retail,Cantabil Retail,http://www.moneycontrol.com/india/stockpricequote/retail/cantabilretailindia/CRI01
cantriplemf,financeinvestments,Cantriple MF,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/cantriplemf/CMF
cantriple+,financeinvestments,Cantriple Plus,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/cantriple+/C12
canvaychemicals,chemicals,Canvay Chemical,http://www.moneycontrol.com/india/stockpricequote/chemicals/canvaychemicals/CC16
capaciteinfraprojects,constructioncontractingcivil,Capacite Infra,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/capaciteinfraprojects/CI19
capcoindustries,miscellaneous,Capco Ind,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/capcoindustries/CI50
capfinindia,financeinvestments,Capfin India,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/capfinindia/CI49
capitalfirst,financegeneral,Capital First,http://www.moneycontrol.com/india/stockpricequote/financegeneral/capitalfirst/FCH
capitalindiafinance,financeinvestments,Capital India,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/capitalindiafinance/BTF04
capitaltradelinks,financegeneral,Capital Trade,http://www.moneycontrol.com/india/stockpricequote/financegeneral/capitaltradelinks/CTL02
capitaltrust,financeleasinghirepurchase,Capital Trust,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/capitaltrust/CT
caplinpointlaboratories,pharmaceuticals,Caplin Labs,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/caplinpointlaboratories/CPL
capmanfinancials,financeleasinghirepurchase,Capman Financia,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/capmanfinancials/CF
capriglobalcapital,financegeneral,Capri Global,http://www.moneycontrol.com/india/stockpricequote/financegeneral/capriglobalcapital/MMF05
capricornsystemsglobalsolutions,computerssoftwaremediumsmall,Capricorn,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/capricornsystemsglobalsolutions/CSG
caprihansindia,plastics,Caprihans,http://www.moneycontrol.com/india/stockpricequote/plastics/caprihansindia/CI25
caprolactumchemicals,chemicals,CaprolactumChem,http://www.moneycontrol.com/india/stockpricequote/chemicals/caprolactumchemicals/CC26
capseinbiolab,miscellaneous,Capsein Bio-Lab,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/capseinbiolab/CBL
captainpipes,plastics,Captain Pipes,http://www.moneycontrol.com/india/stockpricequote/plastics/captainpipes/CP12
captainpolyplast,plastics,Captain Poly,http://www.moneycontrol.com/india/stockpricequote/plastics/captainpolyplast/CP09
captaintechnocast,miscellaneous,Captain Technoc,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/captaintechnocast/CT11
carbonche,chemicals,Carbon and Che,http://www.moneycontrol.com/india/stockpricequote/chemicals/carbonche/CC17
carboneverflow,electricequipment,Carbon Everflow,http://www.moneycontrol.com/india/stockpricequote/electricequipment/carboneverflow/CE01
carborundumuniversal,abrasives,Carborundum,http://www.moneycontrol.com/india/stockpricequote/abrasives/carborundumuniversal/CU
careratings,miscellaneous,CARE Ratings,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/careratings/CAR
careerpoint,computerssoftwaretraining,Career Point,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaretraining/careerpoint/CPI05
carewellhygieneproducts,personalcare,Carewell Hygien,http://www.moneycontrol.com/india/stockpricequote/personalcare/carewellhygieneproducts/CHP01
carnationindustries,castingsforgings,Carnation Ind,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/carnationindustries/CI03
carolinfoservices,miscellaneous,Carol Info,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/carolinfoservices/CIS01
carona,leatherproducts,Carona,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/carona/C05
carrieraircon,consumergoodswhitegoods,Carrier Aircon,http://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/carrieraircon/CA
casilhealthproducts,hospitalsmedicalservices,Casil Health,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/casilhealthproducts/CHP
castextechnologies,autoancillaries,Castex Tech,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/castextechnologies/AI49
castrolindia,lubricants,Castrol,http://www.moneycontrol.com/india/stockpricequote/lubricants/castrolindia/CI01
castrontechnologies,computerssoftwaremediumsmall,Castron Technol,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/castrontechnologies/CTL01
cattechnologies,computerssoftwaremediumsmall,Cat Technologie,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/cattechnologies/CT07
catvision,trading,Catvision,http://www.moneycontrol.com/india/stockpricequote/trading/catvision/CP01
cauverysoftware,computerssoftwaremediumsmall,Cauvery Soft,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/cauverysoftware/CS01
cavaletindia,leatherproducts,Cavalet India,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/cavaletindia/CIL02
chandrabhagatpharmalimited,miscellaneous,CBPL,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/chandrabhagatpharmalimited/CBPL54293
consolidatedconstructionconsortium,constructioncontractingcivil,CCCL,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/consolidatedconstructionconsortium/CCC02
cclinternational,trading,CCL Internation,http://www.moneycontrol.com/india/stockpricequote/trading/cclinternational/CCL03
cclproductsindia,plantationsteacoffee,CCL Products,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/cclproductsindia/CC10
ccsinfotech,computershardware,CCS Infotech,http://www.moneycontrol.com/india/stockpricequote/computershardware/ccsinfotech/CCS01
cdgpetchem,packaging,CDG PETCHEM,http://www.moneycontrol.com/india/stockpricequote/packaging/cdgpetchem/PP31
cdrhealthcare,hospitalsmedicalservices,CDR Health Care,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/cdrhealthcare/CDR
cdrmedicalindustries,hospitalsmedicalservices,CDR Medical Ind,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/cdrmedicalindustries/CDR01
centraldepositoryservicesltd,financeinvestments,CDSL,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/centraldepositoryservicesltd/CDS
ceat,tyres,Ceat,http://www.moneycontrol.com/india/stockpricequote/tyres/ceat/C07
cebonindia,pharmaceuticals,Cebon India,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/cebonindia/CI04
ceejayfinance,financegeneral,Ceejay Finance,http://www.moneycontrol.com/india/stockpricequote/financegeneral/ceejayfinance/HP07
ceenikexportsindia,textilesreadymadeapparels,Ceenik Exports,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/ceenikexportsindia/CEI
ceetaindustries,textilesmanmade,Ceeta Industrie,http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/ceetaindustries/CI05
ceinsystech,computerssoftware,Ceinsys Tech,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/ceinsystech/AI28
celebrityfashions,textilesreadymadeapparels,Celebrity Fash,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/celebrityfashions/CFL04
celesteinternational,textilesprocessing,Celeste,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/celesteinternational/CI24
celestialbiolabs,pharmaceuticals,Celestial Bio,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/celestialbiolabs/CL05
cellaspacelimited,paper,Cella Space Ltd,http://www.moneycontrol.com/india/stockpricequote/paper/cellaspacelimited/SSP08
celluloseproductsindia,chemicals,Cellulose Prods,http://www.moneycontrol.com/india/stockpricequote/chemicals/celluloseproductsindia/CPI01
cenlubindustries,engineering,Cenlub,http://www.moneycontrol.com/india/stockpricequote/engineering/cenlubindustries/CI06
centennialsutures,hospitalsmedicalservices,Centennial Sutu,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/centennialsutures/CS02
centeractechnologies,computerssoftwaremediumsmall,Centerac Tech,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/centeractechnologies/EZC
centralbankindia,bankspublicsector,Central Bank,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/centralbankindia/CBO01
centralprovincesrailwaycompany,miscellaneous,Central Prov Rl,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/centralprovincesrailwaycompany/CPR
crccarrier,transportlogistics,Central Roadlin,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/crccarrier/CRC
centronindustrialalliance,miscellaneous,Centron Ind,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/centronindustrialalliance/CIA
centrumcapital,financegeneral,Centrum Capital,http://www.moneycontrol.com/india/stockpricequote/financegeneral/centrumcapital/CF09
centumelectronics,electricals,Centum Electron,http://www.moneycontrol.com/india/stockpricequote/electricals/centumelectronics/CE10
centurionbankpunjab,banksprivatesector,Centurion Bank,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/centurionbankpunjab/CBP01
centurytextilesindustries,diversified,Century,http://www.moneycontrol.com/india/stockpricequote/diversified/centurytextilesindustries/CTI
centuryenka,textilesmanmade,Century Enka,http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/centuryenka/CE
centuryextrusions,aluminium,Century Extr,http://www.moneycontrol.com/india/stockpricequote/aluminium/centuryextrusions/CE02
centurylaminatingcompany,miscellaneous,Century Laminat,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/centurylaminatingcompany/CLC
centuryproteins,vanaspatioils,Century Protein,http://www.moneycontrol.com/india/stockpricequote/vanaspatioils/centuryproteins/CP03
centurysheetmetalsindia,miscellaneous,Century Sheet,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/centurysheetmetalsindia/CSM
centurytubes,steelmediumsmall,Century Tubes,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/centurytubes/CT01
centuryplyboards,miscellaneous,CenturyPlyboard,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/centuryplyboards/CP9
cephammilkspeciality,foodprocessing,Cepham Milk,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/cephammilkspeciality/CMS
cephamorganics,pharmaceuticals,Cepham Organics,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/cephamorganics/CO
cephampharmaceuticals,pharmaceuticals,Cepham Pharma,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/cephampharmaceuticals/CPL02
cerasanitaryware,ceramicsgranite,Cera Sanitary,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/cerasanitaryware/CS18
cerebraintegratedtechnologies,computershardware,Cerebra Int,http://www.moneycontrol.com/india/stockpricequote/computershardware/cerebraintegratedtechnologies/CIT
ceslimited,computerssoftware,CES Limited,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/ceslimited/SIL13
cesc,powergenerationdistribution,CESC,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/cesc/CES
cetharindustries,textileshosieryknitwear,Cethar Ind,http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/cetharindustries/CI22
cftechnologies,miscellaneous,CF Technologies,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/cftechnologies/CFT
cflcapitalfinancialservices,financeleasinghirepurchase,CFL Capital,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/cflcapitalfinancialservices/CFL01
cromptongreavesconsumerelectrical,electricals,CG Consumer,http://www.moneycontrol.com/india/stockpricequote/electricals/cromptongreavesconsumerelectrical/CGC01
cgimpex,diamondcuttingjewellerypreciousmetals,CG Impex,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/cgimpex/CGI02
cgpowerindustrialsolutions,electricequipment,CG Power ,http://www.moneycontrol.com/india/stockpricequote/electricequipment/cgpowerindustrialsolutions/CG
cgvaksoftwareexports,computerssoftwaremediumsmall,CG-Vak Software,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/cgvaksoftwareexports/CGV
chadhapaper,paper,Chadha Paper,http://www.moneycontrol.com/india/stockpricequote/paper/chadhapaper/CP08
chainimpex,trading,Chain Impex Ltd,http://www.moneycontrol.com/india/stockpricequote/trading/chainimpex/CIL03
chakanvegoils,edibleoilssolventextraction,Chakan Vegoils,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/chakanvegoils/CV01
chakkilaminfotech,computerssoftwaremediumsmall,Chakkilam Info,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/chakkilaminfotech/CI36
chalethotels,hotels,Chalet Hotels,http://www.moneycontrol.com/india/stockpricequote/hotels/chalethotels/CH03
chamakholdings,steelmediumsmall,Chamak Holdings,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/chamakholdings/CH02
chamanlalsetiaexports,foodprocessing,Chaman Lal Seti,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/chamanlalsetiaexports/CLS
chambalbreweriesdistilleries,breweriesdistilleries,Chambal Brewery,http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/chambalbreweriesdistilleries/CBD
chambalfertiliserschemicals,fertilisers,Chambal Fert,http://www.moneycontrol.com/india/stockpricequote/fertilisers/chambalfertiliserschemicals/CFC
champagneindia,breweriesdistilleries,Champagne India,http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/champagneindia/CI08
champdanyindustries,miscellaneous,Champdany Ind,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/champdanyindustries/CI09
monotonasecurities,financeinvestments,Champion Finsec,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/monotonasecurities/MSL01
chandvanaspati,edibleoilssolventextraction,Chand Vanaspati,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/chandvanaspati/CVL
chandnitextilesengineeringindustries,textilesmachinery,Chandni Textile,http://www.moneycontrol.com/india/stockpricequote/textilesmachinery/chandnitextilesengineeringindustries/CT09
chandrabhagatpharma,pharmaceuticalsdrugs,Chandra Bhagat,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticalsdrugs/chandrabhagatpharma/CBP
chandraprabhuinternational,trading,Chandra Prabhu,http://www.moneycontrol.com/india/stockpricequote/trading/chandraprabhuinternational/CPI02
chandrasynthetics,textilesmanmade,Chandra Synth,http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/chandrasynthetics/CS03
chandrimamercantiles,miscellaneous,Chandrima Merca,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/chandrimamercantiles/CM05
chankyainvestments,financeinvestments,Chankya Investm,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/chankyainvestments/CIL04
channelnineentertainment,mediaentertainment,Channel Nine,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/channelnineentertainment/CNE
charminarbreweries,breweriesdistilleries,Charminar Brew,http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/charminarbreweries/CB04
charminargranitesexports,ceramicsgranite,Charminar Gran,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/charminargranitesexports/CGE
charminarsteels,steelmediumsmall,Charminar Steel,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/charminarsteels/CS04
charmsindustries,financeinvestments,Charms Ind,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/charmsindustries/CI30
charteredcapitalinvestments,financeinvestments,Chartered Cap,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/charteredcapitalinvestments/CCI01
charteredlogistics,transportlogistics,Chartered Logis,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/charteredlogistics/CL06
chasebrightsteelcompany,steelmediumsmall,Chase Bright,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/chasebrightsteelcompany/CBS
chdchemicals,trading,CHD Chemicals,http://www.moneycontrol.com/india/stockpricequote/trading/chdchemicals/CC01
chddevelopers,constructioncontractingcivil,CHD Developers,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/chddevelopers/CHD01
chembondchemicals,chemicals,Chembond Chem,http://www.moneycontrol.com/india/stockpricequote/chemicals/chembondchemicals/CC03
chemcelbiotech,pesticidesagrochemicals,Chemcel Biotech,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/chemcelbiotech/CB07
chemcruxenterprises,miscellaneous,Chemcrux Enterp,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/chemcruxenterprises/CE03
chemfabalkalis,chemicals,Chemfab Alkalis,http://www.moneycontrol.com/india/stockpricequote/chemicals/chemfabalkalis/CA01
chemiequip,dyespigments,Chemiequip,http://www.moneycontrol.com/india/stockpricequote/dyespigments/chemiequip/C06
chemiesynthvapi,miscellaneous,Chemiesynth,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/chemiesynthvapi/CV02
chemiesynthvapilimited,chemiesynthva,Chemiesynth (Va,http://www.moneycontrol.com/india/stockpricequote/chemiesynthva/chemiesynthvapilimited/CHEMI53923
cheminordrugs,pharmaceuticals,Cheminor Drugs,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/cheminordrugs/CD
chemopharmalaboratories,pharmaceuticals,Chemo-Pharma,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/chemopharmalaboratories/CPL01
chemoxchemicalindustries,pharmaceuticals,Chemox Chemical,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/chemoxchemicalindustries/CCI02
chemoxlaboratories,pharmaceuticals,Chemox Labs,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/chemoxlaboratories/CL
chemoxsecurities,financeinvestments,Chemox Sec,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/chemoxsecurities/CS05
chemplastsanmar,petrochemicals,Chemplast Sanma,http://www.moneycontrol.com/india/stockpricequote/petrochemicals/chemplastsanmar/CS06
chemtechindustrialvalves,engineering,Chemtech Ind,http://www.moneycontrol.com/india/stockpricequote/engineering/chemtechindustrialvalves/CIV
chennaiferrousindustries,steelpigiron,Chennai Ferrous,http://www.moneycontrol.com/india/stockpricequote/steelpigiron/chennaiferrousindustries/CFI02
chennaimeenakshimultispecialityhospital,hospitalsmedicalservices,Chennai Meenaks,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/chennaimeenakshimultispecialityhospital/CMM
chennaipetroleumcorporation,refineries,Chennai Petro,http://www.moneycontrol.com/india/stockpricequote/refineries/chennaipetroleumcorporation/CPC02
cheranconstructions,constructioncontractingcivil,Cheran Construc,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/cheranconstructions/CCL01
cherryfashions,textileshosieryknitwear,Cherry Fashions,http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/cherryfashions/CF03
cheslindtextiles,textilesspinningcottonblended,Cheslind Textil,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/cheslindtextiles/CT03
chetakspintex,textilesmanmade,Chetak Spintex,http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/chetakspintex/CS12
chettinadcement,cementmajor,Chetinad Cem,http://www.moneycontrol.com/india/stockpricequote/cementmajor/chettinadcement/CC18
cheviotcompany,miscellaneous,Cheviot Company,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/cheviotcompany/CC04
chhabraspinners,textilesspinningcottonblended,Chhabra Spinner,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/chhabraspinners/CS13
chhatarextraction,edibleoilssolventextraction,Chhatar Extract,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/chhatarextraction/CEL01
chhattarindustries,edibleoilssolventextraction,Chhattar Ind,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/chhattarindustries/CIL01
chiinvestments,banksprivatesector,CHI Investments,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/chiinvestments/CHI
chicagopneumatic,compressors,Chicago Pneum,http://www.moneycontrol.com/india/stockpricequote/compressors/chicagopneumatic/CP04
chicagosoftwareindustries,computerssoftwaremediumsmall,Chicago Soft,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/chicagosoftwareindustries/CSI
chinarexports,miscellaneous,Chinar Exports ,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/chinarexports/CEL
chiplunfinechemicals,pharmaceuticals,Chiplun Fine,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/chiplunfinechemicals/CFC01
chiraufinanceinvestmentleasing,financeinvestments,Chirau Finance ,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/chiraufinanceinvestmentleasing/CFI01
chiselhammermobel,trading,Chisel & Hammer,http://www.moneycontrol.com/india/stockpricequote/trading/chiselhammermobel/LL01
chitradurgaspinners,textilesspinningcottonblended,Chitradurga,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/chitradurgaspinners/CS07
chl,hotels,CHL,http://www.moneycontrol.com/india/stockpricequote/hotels/chl/CHL
choiceinternational,financegeneral,Choice Internat,http://www.moneycontrol.com/india/stockpricequote/financegeneral/choiceinternational/CFS01
chokhaniglobalexpress,couriers,Chokhani Global,http://www.moneycontrol.com/india/stockpricequote/couriers/chokhaniglobalexpress/CGE01
chokhaniinternational,shipping,Chokhani Intl,http://www.moneycontrol.com/india/stockpricequote/shipping/chokhaniinternational/CI10
choksiimaging,consumergoodselectronic,Choksi Imaging,http://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/choksiimaging/SP10
choksilabs,miscellaneous,Choksi Labs,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/choksilabs/CAS
choksitubecompany,steeltubespipes,Choksi Tube,http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/choksitubecompany/CTC01
cholamandalaminvestmentfinancecompany,financeleasinghirepurchase,Cholamandalam,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/cholamandalaminvestmentfinancecompany/CDB
cholamandalamfinancialholdings,miscellaneous,Cholamandalam,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/cholamandalamfinancialholdings/TII
